Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,normalized_dti,normalized_emi,normalized_delinquency,normalized_credit_history,normalized_savings,normalized_utilization,normalized_utilization_risk,normalized_inquiry_intensity,behavioral_risk_indicator,credit_mix_quality,normalized_savings_capacity_ratio,Default_Flag,Borrower_Tier,Repayment_Stress,Credit_Exposure
40391.66,3357.971666666667,10,7,18,3,35,21,3.51,12,Bad,1950.62,37.92813470158226,87,Yes,60.370828399887685,High_spent_Small_value_payments,430.7445823153936,0.0483,0.017973,1.0,0.725,0.128237,1.0,1.0,1.0,1,0,0.950848,1,Subprime,0.017973,265.4969429110758
40391.66,3357.971666666667,10,7,18,3,35,23,3.51,12,Bad,1950.62,28.72534805826157,88,Yes,60.370828399887685,High_spent_Medium_value_payments,483.690884356192,0.0483,0.017973,1.0,0.733333,0.144,1.0,1.0,1.0,1,0,0.969593,1,Subprime,0.017973,201.077436407831
19065.32,1497.7766666666666,3,6,5,5,25,11,7.81,5,Standard,2008.06,25.61912250094436,175,Yes,76.21247400832009,High_spent_Medium_value_payments,295.09471707377963,0.1053,0.05085,1.0,1.0,0.19689,1.0,1.0,0.714286,1,1,0.930108,1,Prime,0.05085,153.71473500566617
19065.32,1497.7766666666666,3,6,5,5,23,14,7.81,5,Standard,2008.06,40.12886281523158,176,Yes,76.21247400832009,Low_spent_Small_value_payments,305.6759317673495,0.1053,0.05085,1.0,1.0,0.20395,1.0,1.0,0.714286,1,1,0.910466,1,Prime,0.05085,240.77317689138948
24585.55,2316.795833333333,3,4,14,2,13,14,11.35,1,Standard,195.38,26.888792887136383,275,Yes,30.447776935964107,Low_spent_Small_value_payments,191.2842083045578,0.0079,0.013137,1.0,1.0,0.082528,1.0,1.0,0.2,1,1,0.857391,0,Near_Prime,0.013137,107.55517154854552
24585.55,2316.795833333333,3,4,14,2,10,14,16.35,1,Standard,195.38,30.147965293362173,277,Yes,30.447776935964107,High_spent_Large_value_payments,406.4371515892283,0.0079,0.013137,1.0,1.0,0.175355,1.0,1.0,0.2,1,1,0.971839,0,Near_Prime,0.013137,120.59186117344868
15013.73,1127.1441666666667,7,4,14,6,23,8,8.22,7,Standard,1403.17,26.39210076363373,126,Yes,51.547924156742056,Low_spent_Small_value_payments,276.19082325125976,0.0935,0.045693,1.0,1.0,0.244819,1.0,1.0,1.0,1,1,0.887749,1,Prime,0.045693,105.56840305453493
15013.73,1127.1441666666667,7,4,14,6,20,9,8.22,7,Standard,1403.17,26.3050348056972,128,Yes,51.547924156742056,Low_spent_Small_value_payments,303.1890718349996,0.0935,0.045693,1.0,1.0,0.26875,1.0,1.0,1.0,1,1,0.911701,1,Prime,0.045693,105.2201392227888
34212.01,2847.000833333333,6,5,10,3,18,10,8.12,1,Standard,512.38,39.69518132857944,287,No,66.6764133130149,Low_spent_Small_value_payments,229.4818185218604,0.015,0.023412,1.0,1.0,0.080576,1.0,1.0,0.166667,0,1,0.878743,0,Prime,0.023412,198.4759066428972
24199.24,1951.6033333333328,3,7,6,1,26,14,0.67,4,Good,784.35,37.72281141069045,220,No,13.886305431201704,High_spent_Large_value_payments,406.6963929702425,0.0324,0.007112,1.0,1.0,0.208284,1.0,1.0,0.5,0,2,0.985415,0,Subprime,0.007112,264.05967987483314
16578.115,1426.5095833333337,3,5,15,2,10,12,13.29,7,Standard,1054.86,33.469570793053244,235,Yes,21.42597208431386,Low_spent_Small_value_payments,303.16851972330534,0.0636,0.015009,1.0,1.0,0.212376,1.0,1.0,1.0,1,1,0.909231,1,Near_Prime,0.015009,167.3478539652662
16578.115,1426.5095833333337,3,5,15,2,10,13,13.29,7,Standard,1054.86,36.587378961837786,238,Yes,21.42597208431386,Low_spent_Small_value_payments,225.4289404930307,0.0636,0.015009,1.0,1.0,0.157918,1.0,1.0,1.0,1,1,0.854735,1,Subprime,0.015009,182.9368948091889
34766.06,3133.171666666666,0,1,11,3,4,4,5.71,4,Good,1374.23,36.17707872343392,168,No,78.09310673608609,High_spent_Medium_value_payments,441.5070950665837,0.0395,0.024917,1.0,1.0,0.140869,1.0,1.0,1.0,0,2,0.961122,1,Prime,0.024917,36.17707872343392
34766.06,3133.171666666666,0,1,11,3,4,1,5.71,4,Good,1374.23,26.295038242822056,169,No,78.09310673608609,High_spent_Medium_value_payments,393.2754375120816,0.0395,0.024917,0.25,1.0,0.12548,1.0,1.0,1.0,0,2,0.945729,0,Prime,0.00622925,26.295038242822056
42220.39,3433.686488446392,1,4,1,4,9,9,7.48,6,Good,257.81,30.063052147002576,233,No,191.94974107665337,Low_spent_Medium_value_payments,368.2202464717858,0.0061,0.055886,1.0,1.0,0.107206,1.0,1.0,1.0,0,2,0.907535,1,Prime,0.055886,120.2522085880103
43581.13,3566.7608333333333,4,3,9,3,18,3,8.56,2,Good,900.83,29.392791358224983,239,No,103.03307766103524,High_spent_Medium_value_payments,360.2009268158069,0.0207,0.028879,0.75,1.0,0.10096,1.0,1.0,0.5,0,2,0.930897,1,Prime,0.0216592499999999,88.17837407467495
43581.13,3566.7608333333333,4,3,9,3,14,3,8.56,7,Good,900.83,29.343087842337933,240,No,103.03307766103524,Low_spent_Small_value_payments,225.09445056091027,0.0207,0.028879,0.75,1.0,0.063091,1.0,1.0,1.0,0,2,0.881803,0,Prime,0.0216592499999999,88.0292635270138
35376.32,2717.026666666666,8,3,19,3,12,16,15.14,10,Standard,1166.47,23.35627280291955,190,Yes,58.2166703210756,Low_spent_Small_value_payments,387.0703033648293,0.033,0.021419,1.0,1.0,0.142409,1.0,1.0,1.0,1,1,0.935727,0,Near_Prime,0.021419,70.06881840875864
19853.35,1613.0032412063474,7,4,6,2,21,17,9.63,2,Standard,816.46,26.258807394623123,199,No,141.5145576001361,Low_spent_Small_value_payments,209.9324530133312,0.0411,0.087679,1.0,1.0,0.130069,1.0,1.0,0.4,0,1,0.772998,0,Subprime,0.087679,105.03522957849248
19283.47,1886.9558333333327,10,8,34,9,38,15,26.43,13,Bad,4404.48,30.899888719194088,65,Yes,84.6164317306805,High_spent_Large_value_payments,299.22718506418363,0.2284,0.044819,1.0,0.541667,0.158493,1.0,1.0,1.0,1,0,0.931388,0,Prime,0.044819,247.1991097535527
66502.76,5379.8966666666665,0,6,1,2,32,10,7.06,4,Good,276.91,28.62953663154553,197,No,80.100174314101,High_spent_Large_value_payments,607.7579401758599,0.0042,0.014886,1.0,1.0,0.112947,1.0,1.0,0.571429,0,2,0.968358,0,Near_Prime,0.014886,171.77721978927318
9444.795,850.06625,7,8,28,6,26,11,17.57,7,Standard,1701.58,28.82226427411048,60,Yes,27.59495029732186,Low_spent_Medium_value_payments,251.75598016692703,0.1801,0.032424,1.0,0.5,0.295812,1.0,1.0,0.777778,1,1,0.866774,0,Prime,0.032424,230.57811419288385
9444.795,850.06625,7,8,28,6,26,9,17.57,7,Standard,1701.58,37.46444743347333,61,Yes,27.59495029732186,Low_spent_Small_value_payments,279.22610239605234,0.1801,0.032424,1.0,0.508333,0.32809,1.0,1.0,0.777778,1,1,0.887326,0,Prime,0.032424,299.71557946778665
9444.795,850.06625,7,8,28,6,26,11,17.57,8,Standard,1701.58,27.63918778551522,63,Yes,27.59495029732186,High_spent_Small_value_payments,263.0870606435514,0.1801,0.032424,1.0,0.525,0.309126,1.0,1.0,0.888889,1,1,0.903632,0,Prime,0.032424,221.11350228412172
70112.78,5989.731666666668,1,7,3,2,5,3,1.25,5,Good,877.06,35.31814910662736,259,No,69.71794787486095,High_spent_Small_value_payments,505.97664890357134,0.0125,0.011638,1.0,1.0,0.08446,1.0,1.0,0.625,0,2,0.941066,0,Prime,0.011638,247.22704374639156
15604.56,1389.38,9,5,25,3,27,23,8.08,13,Bad,2686.18,39.54888205775843,201,Yes,37.91235014270589,Low_spent_Medium_value_payments,253.25002278111128,0.1721,0.027268,1.0,1.0,0.182144,1.0,1.0,1.0,1,0,0.880747,0,Subprime,0.027268,197.74441028879212
15604.56,1389.38,9,5,25,3,27,21,8.08,13,Bad,2686.18,34.42829973160528,202,Yes,37.91235014270589,Low_spent_Small_value_payments,211.448518599989,0.1721,0.027268,1.0,1.0,0.15208,1.0,1.0,1.0,1,0,0.843463,0,Subprime,0.027268,172.1414986580264
15604.56,1389.38,9,5,25,3,29,23,12.08,13,Bad,2686.18,27.289102518713328,203,Yes,37.91235014270589,Low_spent_Small_value_payments,316.1410948930938,0.1721,0.027268,1.0,1.0,0.227377,1.0,1.0,1.0,1,0,0.918815,1,Subprime,0.027268,136.44551259356663
64036.88,5591.406666666668,8,4,15,4,29,17,14.7,9,Standard,1635.19,35.1792658695388,87,Yes,127.82606133041408,Low_spent_Small_value_payments,176.48729778473262,0.0255,0.022857,1.0,0.725,0.031558,1.0,1.0,1.0,1,1,0.879699,1,Near_Prime,0.022857,140.7170634781552
9783.245,908.2704166666668,8,6,29,8,43,17,7.75,7,Bad,1684.06,30.8377414412544,192,Yes,52.83913367020968,Low_spent_Small_value_payments,292.85945266343816,0.1721,0.058112,1.0,1.0,0.322082,1.0,1.0,1.0,1,0,0.903148,0,Prime,0.058112,185.0264486475264
9783.245,908.2704166666668,8,6,29,8,45,17,7.75,11,Bad,1684.06,34.18641036216449,194,Yes,52.83913367020968,Low_spent_Small_value_payments,244.2595327253131,0.1721,0.058112,1.0,1.0,0.268632,1.0,1.0,1.0,1,0,0.84964,0,Prime,0.058112,205.1184621729869
86522.72,7098.2266666666665,8,5,13,1,14,11,19.51,13,Standard,455.22,37.65307545634339,286,Yes,45.2646813787989,High_spent_Small_value_payments,618.0491655326422,0.0053,0.006376,1.0,1.0,0.087059,1.0,1.0,1.0,1,1,0.950442,1,Subprime,0.006376,188.26537728171692
15606.515,1234.5429166666663,3,4,6,4,7,1,9.37,3,Good,257.85,24.169967180626987,339,No,35.62637254261307,Low_spent_Small_value_payments,270.88866067021013,0.0165,0.028835,0.2,1.0,0.219247,1.0,1.0,0.6,0,2,0.88452,1,Prime,0.005767,96.67986872250796
28230.92,2184.5766666666664,8,6,32,7,49,16,25.17,14,Bad,2989.13,28.38729965271225,78,Yes,132.48112788009803,Low_spent_Large_value_payments,289.6345805147198,0.1059,0.060616,1.0,0.65,0.132521,1.0,1.0,1.0,1,0,0.908988,1,Near_Prime,0.060616,170.32379791627352
10623.765,895.3137499999998,6,3,18,3,7,13,16.39,7,Standard,181.68,38.209312246771866,163,Yes,26.515279960070053,Low_spent_Medium_value_payments,270.9848363659631,0.0171,0.029583,1.0,1.0,0.302333,1.0,1.0,1.0,1,1,0.889931,0,Near_Prime,0.029583,114.6279367403156
11970.955,1169.5795833333332,8,4,7,2,26,8,4.72,6,Standard,889.62,34.04081088623837,267,No,14.885194696934184,Low_spent_Small_value_payments,346.1363003607448,0.0743,0.012716,1.0,1.0,0.295697,1.0,1.0,1.0,0,1,0.947997,0,Near_Prime,0.012716,136.16324354495347
7477136.0,4870.966666666666,0,5,7,1,13,3,11.42,2,Good,71.52,36.42427388969825,337,No,27.65459979566915,High_spent_Large_value_payments,652.7919836619627,0.0,0.005676,1.0,1.0,0.133989,1.0,1.0,0.333333,0,2,0.984745,0,Prime,0.005676,182.12136944849124
29608.46,2625.3716666666664,7,8,31,7,43,19,9.06,10,Bad,1286.07,23.89829117336027,156,Yes,141.76428225323713,Low_spent_Medium_value_payments,169.50676399333452,0.0434,0.053977,1.0,1.0,0.06454,1.0,1.0,1.0,1,0,0.857913,0,Near_Prime,0.053977,191.18632938688216
29608.46,2625.3716666666664,7,8,31,7,42,16,9.06,10,Bad,1286.07,38.70676838699337,157,Yes,141.76428225323713,Low_spent_Medium_value_payments,197.0524862100941,0.0434,0.053977,1.0,1.0,0.075028,1.0,1.0,1.0,1,0,0.868405,0,Prime,0.053977,309.65414709594694
29608.46,2625.3716666666664,7,8,31,7,40,16,3.0600000000000005,14,Bad,1286.07,27.37241518914208,158,Yes,141.76428225323713,High_spent_Small_value_payments,199.67841491049785,0.0434,0.053977,1.0,1.0,0.076028,1.0,1.0,1.0,1,0,0.877024,0,Near_Prime,0.053977,218.97932151313665
29999.94,2767.995,10,9,15,5,42,19,7.67,13,Bad,2593.23,36.99699446591491,169,Yes,101.64748417267153,Low_spent_Large_value_payments,339.7689374935076,0.0864,0.036709,1.0,1.0,0.122705,1.0,1.0,1.0,1,0,0.925206,1,Near_Prime,0.036709,332.97295019323417
29999.94,2767.995,10,9,15,5,40,21,7.67,13,Bad,2593.23,40.10080983987624,170,Yes,101.64748417267153,High_spent_Small_value_payments,251.52703584747348,0.0864,0.036709,1.0,1.0,0.090837,1.0,1.0,1.0,1,0,0.896939,0,Near_Prime,0.036709,360.9072885588862
52972.5,4600.375,7,5,32,3,46,25,7.2,12,Bad,2196.59,33.27300118135673,95,Yes,112.69576824348246,High_spent_Medium_value_payments,520.231201383657,0.0415,0.024492,1.0,0.791667,0.11306,1.0,1.0,1.0,1,0,0.958741,1,Subprime,0.024492,166.3650059067837
15746.63,1122.2191666666663,4,3,18,5,22,13,10.83,7,Standard,2098.83,32.5641359704797,121,Yes,44.04040477401768,Low_spent_Medium_value_payments,297.5810291153099,0.1333,0.039209,1.0,1.0,0.264936,1.0,1.0,1.0,1,1,0.915666,0,Prime,0.039209,97.69240791143908
15746.63,1122.2191666666663,3,2,18,5,22,12,10.83,7,Standard,2098.83,28.53509541517505,123,Yes,44.04040477401768,Low_spent_Small_value_payments,297.188261867337,0.1333,0.039209,1.0,1.0,0.264586,1.0,1.0,1.0,1,1,0.906405,1,Prime,0.039209,57.0701908303501
31895.07,2488.9225,3,6,2,4,16,10,3.06,2,Good,220.33,40.23007768476226,224,No,60.32284544467706,High_spent_Medium_value_payments,338.4526000967902,0.0069,0.024227,1.0,1.0,0.135929,1.0,1.0,0.285714,0,2,0.935539,1,Prime,0.024227,241.3804661085736
31895.07,2488.9225,3,6,2,4,16,10,3.06,4,Good,220.33,31.14018102936452,225,No,60.32284544467706,Low_spent_Small_value_payments,283.39176530000566,0.0069,0.024227,1.0,1.0,0.113815,1.0,1.0,0.571429,0,2,0.897345,0,Prime,0.024227,186.8410861761871
30922.28,2494.8566666666666,1,5,12,2,19,1,7.710000000000001,2,Good,957.53,39.77682703338828,220,No,30.33820425574796,Low_spent_Small_value_payments,279.93178830237974,0.031,0.012155,0.333333,1.0,0.112159,1.0,1.0,0.333333,0,2,0.895964,0,Prime,0.004051662615,198.8841351669414
39696.98,3211.081666666667,5,5,10,1,11,3,1.98,4,Good,133.3,36.04289493251545,221,No,31.906580170809523,High_spent_Small_value_payments,365.1441772760488,0.0034,0.009933,1.0,1.0,0.113678,1.0,1.0,0.666667,0,2,0.932744,0,Prime,0.009933,180.2144746625773
11431.775,930.6479166666668,8,6,16,4,7,18,0.52,3,Standard,117.57,38.48617174961964,176,No,29.485471340503853,High_spent_Medium_value_payments,279.237287144312,0.0103,0.031649,1.0,1.0,0.299724,1.0,1.0,0.428571,0,1,0.931416,0,Near_Prime,0.031649,230.91703049771783
142170.12,11584.51,3,4,8,2,3,1,2.58,6,Good,282.56,38.62946026363369,252,No,183.75951310113632,High_spent_Large_value_payments,1036.8331731455742,0.002,0.015861,0.333333,1.0,0.089494,1.0,1.0,1.0,0,2,0.968784,0,Prime,0.005286994713,154.51784105453476
19951.765,1592.647083333333,1,1,12,2,10,6,2.89,5,Good,1463.07,30.0278662053598,335,No,28.21305815261517,High_spent_Medium_value_payments,315.4318621093966,0.0733,0.017703,1.0,1.0,0.197931,1.0,1.0,1.0,0,2,0.941084,0,Prime,0.017703,30.0278662053598
19951.765,1592.647083333333,1,1,12,2,9,6,2.89,5,Good,1463.07,33.2989104452174,336,No,28.21305815261517,High_spent_Large_value_payments,336.97903611423936,0.0733,0.017703,1.0,1.0,0.211451,1.0,1.0,1.0,0,2,0.960892,0,Prime,0.017703,33.2989104452174
94454.1,8102.175,1,4,5,3,9,6,1.63,6,Good,1342.61,27.62377224128629,307,No,152.50689472836868,High_spent_Medium_value_payments,625.523451440376,0.0142,0.018821,1.0,1.0,0.077195,1.0,1.0,1.0,0,2,0.946348,0,Prime,0.018821,110.49508896514516
122978.43,10514.2025,0,1,9,3,13,4,7.33,3,Good,1197.33,30.5576034547476,286,No,168.0066863638793,High_spent_Small_value_payments,643.6404559662956,0.0097,0.015978,1.0,1.0,0.06121,1.0,1.0,1.0,0,2,0.936488,1,Prime,0.015978,30.5576034547476
34547.54,2994.961666666666,6,6,5,1,19,15,3.59,6,Good,939.31,37.46499244357345,231,No,27.764710968035736,Low_spent_Small_value_payments,420.93591201902143,0.0272,0.009267,1.0,1.0,0.140501,1.0,1.0,0.857143,0,2,0.943719,1,Subprime,0.009267,224.7899546614407
173196.32,14258.026666666668,4,7,9,1,7,5,13.06,4,Good,967.23,43.2368605407761,291,No,107.8108996477876,High_spent_Medium_value_payments,1021.238112575162,0.0056,0.007561,1.0,1.0,0.07162,1.0,1.0,0.5,0,2,0.954092,0,Prime,0.007561,302.6580237854327
173196.32,14258.026666666668,4,7,9,1,7,5,1.0599999999999996,4,Good,967.23,40.81895347312821,293,No,107.8108996477876,High_spent_Small_value_payments,1152.023630116846,0.0056,0.007561,1.0,1.0,0.080793,1.0,1.0,0.5,0,2,0.962563,0,Prime,0.007561,285.7326743118975
20354.85,1403.2375,8,6,30,7,36,22,23.66,10,Bad,4288.63,29.82111359614713,211,Yes,80.21854912819705,Low_spent_Small_value_payments,229.1061542419796,0.2107,0.057126,1.0,1.0,0.163153,1.0,1.0,1.0,1,0,0.856605,0,Near_Prime,0.057126,178.92668157688277
46113.81,3953.8175,7,5,24,2,19,10,11.77,9,Standard,2530.66,37.156069169551735,160,Yes,55.775947048868936,Low_spent_Small_value_payments,105.15146970503643,0.0549,0.014103,1.0,1.0,0.026588,1.0,1.0,1.0,1,1,0.853248,0,Near_Prime,0.014103,185.78034584775867
29042.45,2252.204166666667,3,5,5,1,5,19,9.72,4,Standard,1092.55,27.068071433514184,244,Yes,16.756706537779973,Low_spent_Small_value_payments,394.0369534415453,0.0376,0.007437,1.0,1.0,0.174878,1.0,1.0,0.666667,1,1,0.946193,1,Subprime,0.007437,135.34035716757091
29042.45,2252.204166666667,3,5,5,1,8,16,9.72,4,Standard,1092.55,30.625731189720568,246,Yes,16.756706537779973,Low_spent_Small_value_payments,375.9459176979601,0.0376,0.007437,1.0,1.0,0.166849,1.0,1.0,0.666667,1,1,0.938161,1,Subprime,0.007437,153.12865594860284
29042.45,2252.204166666667,3,5,5,1,8,16,9.72,4,Standard,1092.55,34.507442032725784,247,Yes,16.756706537779973,Low_spent_Small_value_payments,313.91029648846694,0.0376,0.007437,1.0,1.0,0.139317,1.0,1.0,0.666667,1,1,0.910616,1,Subprime,0.007437,172.5372101636289
10034.55,719.2125,4,4,28,6,24,9,12.65,7,Standard,1669.84,37.97249196665899,100,Yes,41.08254704356354,Low_spent_Medium_value_payments,252.6149812598096,0.1664,0.057042,1.0,0.833333,0.350751,1.0,1.0,1.0,1,1,0.861924,1,Prime,0.057042,151.88996786663597
38175.39,3287.2825,1,2,7,3,3,8,11.81,5,Good,315.36,37.5805058875728,286,No,69.05565634105422,Low_spent_Small_value_payments,333.58152901966986,0.0083,0.021001,1.0,1.0,0.101446,1.0,1.0,1.0,0,2,0.913258,0,Prime,0.021001,75.1610117751456
65299.38,5305.615,4,5,8,2,10,0,5.68,2,Good,1177.38,32.60639076598201,267,No,77.00931295128329,High_spent_Small_value_payments,350.48589049943564,0.018,0.014512,0.0,1.0,0.066047,1.0,1.0,0.333333,0,2,0.917055,0,Prime,0.0,163.0319538299101
65299.38,5305.615,4,5,8,2,13,0,5.68,2,Good,1177.38,34.583749210253345,269,No,77.00931295128329,High_spent_Small_value_payments,364.3235614866246,0.018,0.014512,0.0,1.0,0.068655,1.0,1.0,0.333333,0,2,0.919663,0,Prime,0.0,172.91874605126674
7792.475,573.3729166666667,6,7,16,7,11,18,19.6,10,Standard,2041.74,39.448838059147846,156,Yes,42.09972159510485,Low_spent_Small_value_payments,258.8446892581118,0.262,0.073297,1.0,1.0,0.450656,1.0,1.0,1.0,1,1,0.845663,0,Near_Prime,0.073297,276.1418664140349
65778.22,5561.5183333333325,5,3,11,4,25,15,11.6,6,Standard,705.44,31.48389341338952,170,No,172.53053327914932,High_spent_Small_value_payments,527.163139639022,0.0107,0.031017,1.0,1.0,0.094771,1.0,1.0,1.0,0,1,0.948038,0,Near_Prime,0.031017,94.45168024016856
12016.0,729.3333333333335,6,3,14,3,27,10,15.23,4,Standard,583.27,28.023412140273308,310,Yes,20.74354373539268,Low_spent_Small_value_payments,251.93928535420457,0.0485,0.028403,1.0,1.0,0.344965,1.0,1.0,1.0,1,1,0.847814,0,Prime,0.028403,84.07023642081992
19180.87,1688.405833333333,8,4,18,4,5,17,9.32,6,Standard,1127.57,25.7388121789998,255,No,57.36421100960239,High_spent_Large_value_payments,335.8468833185458,0.0588,0.033955,1.0,1.0,0.198796,1.0,1.0,1.0,0,1,0.956768,1,Near_Prime,0.033955,102.9552487159992
60552.76,4950.0633333333335,3,7,12,3,30,11,12.72,4,Good,463.07,36.38679998313905,198,No,111.72882006933048,High_spent_Large_value_payments,564.2230171517648,0.0076,0.022567,1.0,1.0,0.11396,1.0,1.0,0.5,0,2,0.965499,0,Near_Prime,0.022567,254.70759988197332
98197.74,8005.145,5,6,6,3,30,11,9.09,7,Standard,627.5,41.64245891995751,254,No,138.54197689108764,High_spent_Medium_value_payments,605.9263428101142,0.0064,0.017304,1.0,1.0,0.075683,1.0,1.0,1.0,0,1,0.944462,1,Near_Prime,0.017304,249.8547535197451
30197.28,2594.44,5,7,14,4,20,13,17.0,5,Standard,811.08,34.68616252900472,113,Yes,57.08103770858573,Low_spent_Small_value_payments,278.0169010460169,0.0269,0.021993,1.0,0.941667,0.107117,1.0,1.0,0.625,1,1,0.895381,0,Prime,0.021993,242.80313770303303
30197.28,2594.44,5,7,14,4,20,13,17.0,5,Standard,811.08,30.58702143965268,114,Yes,57.08103770858573,Low_spent_Small_value_payments,168.9919593778105,0.0269,0.021993,1.0,0.95,0.065111,1.0,1.0,0.625,1,1,0.853359,0,Prime,0.021993,214.1091500775688
31633.54,2930.1283333333336,1,5,8,3,5,7,9.7,4,Good,846.45,38.556514520528346,224,No,50.76844004205578,Low_spent_Medium_value_payments,264.783544824751,0.0268,0.01732,1.0,1.0,0.090335,1.0,1.0,0.666667,0,2,0.894807,1,Prime,0.01732,192.7825726026417
31633.54,2930.1283333333336,1,5,8,3,3,7,9.7,4,Good,846.45,31.717173684581763,225,No,50.76844004205578,Low_spent_Small_value_payments,176.41148062355148,0.0268,0.01732,1.0,1.0,0.060186,1.0,1.0,0.666667,0,2,0.861234,0,Prime,0.01732,158.58586842290882
19623.18,1806.265,9,8,26,2,17,14,11.26,16,Standard,1369.54,25.16581733202109,85,Yes,19.758727796221923,Low_spent_Large_value_payments,326.0293312582658,0.0698,0.010933,1.0,0.708333,0.180399,1.0,1.0,1.0,1,1,0.931019,1,Subprime,0.010933,201.3265386561687
10007.815,701.7571771320996,4,4,8,7,11,8,17.16,7,Standard,2195.63,26.28080565280355,205,Yes,112.17837929661631,High_spent_Medium_value_payments,246.23853074564525,0.2194,0.159626,1.0,1.0,0.350389,1.0,1.0,1.0,1,1,0.806504,0,Prime,0.159626,105.1232226112142
16953.985,1684.8320833333337,4,5,4,2,1,3,10.64,5,Good,554.48,24.090247302751628,280,No,18.286009186522893,High_spent_Small_value_payments,357.2568416531822,0.0327,0.010847,1.0,1.0,0.211917,1.0,1.0,0.833333,0,2,0.957725,0,Prime,0.010847,120.45123651375816
16953.985,1684.8320833333337,4,5,4,2,1,2,10.64,5,Good,554.48,38.10429589215219,281,No,18.286009186522893,High_spent_Small_value_payments,351.7291670749031,0.0327,0.010847,0.666667,1.0,0.208638,1.0,1.0,0.833333,0,2,0.954444,0,Prime,0.007231336949,190.52147946076093
36154.19,3247.849166666667,5,3,3,2,9,8,11.39,2,Good,651.85,35.33444647354486,200,No,30.645027242347588,High_spent_Large_value_payments,452.0135907409273,0.018,0.009433,1.0,1.0,0.13913,1.0,1.0,0.5,0,2,0.965278,1,Prime,0.009433,106.00333942063456
36154.19,3247.849166666667,5,3,3,2,9,8,10.39,6,Good,651.85,33.12769062974803,201,No,30.645027242347588,Low_spent_Small_value_payments,241.68126530666905,0.018,0.009433,1.0,1.0,0.07439,1.0,1.0,1.0,0,2,0.885123,1,Prime,0.009433,99.38307188924408
18784.88,1371.4066666666668,8,3,26,7,11,18,22.08,12,Standard,2076.13,24.49631254823717,189,Yes,108.03367123147238,Low_spent_Medium_value_payments,267.10110794955904,0.1105,0.078718,1.0,1.0,0.194622,1.0,1.0,1.0,1,1,0.890594,0,Prime,0.078718,73.48893764471151
55719.18000000001,4689.265,8,7,18,5,41,25,29.82,6,Bad,4090.5,38.91773562581928,144,Yes,130.4684033358553,High_spent_Large_value_payments,459.2931579958412,0.0734,0.027817,1.0,1.0,0.097925,1.0,1.0,0.75,1,0,0.946765,1,Subprime,0.027817,272.424149380735
55719.18000000001,4689.265,8,7,18,5,41,22,28.82,6,Bad,4090.5,32.915988751868746,146,Yes,130.4684033358553,Low_spent_Small_value_payments,280.31957589187715,0.0734,0.027817,1.0,1.0,0.059766,1.0,1.0,0.75,1,0,0.897936,0,Near_Prime,0.027817,230.4119212630812
